goos: darwin
goarch: arm64
pkg: luabench
cpu: Apple M1 Pro
BenchmarkStandard/queens/luajit-10            	   19440	     61902 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-10            	   19508	     61798 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-10            	   23143	     52064 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-10            	   22838	     52728 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-10            	   24193	     49957 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-10            	   23194	     50656 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-10          	     183	   6589117 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-10          	     180	   6648492 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-10          	     177	   6783581 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-10          	     165	   7174524 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-10          	     182	   6528881 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-10          	     180	   6631333 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-10             	   61968	     19446 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-10             	   61356	     19419 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-10             	   61174	     19539 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-10             	   61471	     19564 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-10             	   61848	     19317 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-10             	   61357	     19367 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-10           	    2391	    478946 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-10           	    2509	    474131 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-10           	    2504	    482314 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-10           	    2421	    491474 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-10           	    2132	    490279 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-10           	    2044	    503195 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-10            	   14942	     79865 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-10            	   15082	     79473 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-10            	   13656	     86726 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-10            	   15058	     79942 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-10            	   14000	     85162 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-10            	   14116	     85248 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-10      	      21	  50903500 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-10      	      21	  51635907 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-10      	      21	  51118655 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-10      	      21	  50678210 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-10      	      22	  53144386 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-10      	      22	  51458470 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-10    	      66	  16977642 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-10    	      66	  16852218 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-10    	      67	  16668450 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-10    	      67	  16578169 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-10    	      67	  17071325 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-10    	      67	  16886022 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-10     	     591	   2000868 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-10     	     601	   1995587 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-10     	     602	   1986151 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-10     	     606	   2002933 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-10     	     604	   1995801 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-10     	     597	   1995009 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-10                  	    2475	    490437 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-10                  	    2490	    502900 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-10                  	    2466	    544998 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-10                  	    2468	    563286 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-10                  	    2343	    515923 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-10                  	    2461	    486848 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-10         	    1141	   1047864 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-10         	    1138	   1054573 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-10         	    1132	   1053028 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-10         	    1140	   1067820 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-10         	    1136	   1056795 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-10         	    1143	   1066311 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-10       	    2908	    397113 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-10       	    3114	    392154 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-10       	    3038	    385254 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-10       	    3058	    390185 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-10       	    2996	    386114 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-10       	    3043	    388600 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-10              	    2898	    415369 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-10              	    2877	    418067 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-10              	    2913	    415493 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-10              	    2889	    418476 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-10              	    2870	    430108 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-10              	    2787	    418133 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-10             	     223	   5342407 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-10             	     224	   5301881 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-10             	     222	   5382562 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-10             	     217	   5433034 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-10             	     224	   5582238 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-10             	     214	   5520428 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-10                 	     289	   4112568 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-10                 	     301	   4198787 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-10                 	     302	   4043924 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-10                 	     278	   4156430 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-10                 	     298	   4003617 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-10                 	     298	   4076320 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-10         	    2396	    506921 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-10         	    2256	    583263 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-10         	    2168	    511068 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-10         	    2284	    498750 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-10         	    2565	    474315 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-10         	    2512	    488758 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-10          	   10000	    104593 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-10          	   10000	    101726 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-10          	   10000	    101102 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-10          	   10000	    100256 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-10          	   10000	    103382 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-10          	   10000	    103524 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-10             	    1022	   1166521 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-10             	    1022	   1165408 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-10             	    1032	   1174238 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-10             	    1029	   1183032 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-10             	    1022	   1230244 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-10             	    1030	   1165622 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-10               	    2220	    539704 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-10               	    2199	    563884 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-10               	    2191	    547111 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-10               	    2214	    540024 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-10               	    2198	    540266 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-10               	    2223	    543698 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-10            	   20032	     59797 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-10            	   20084	     60311 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-10            	   19701	     61909 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-10            	   20342	     59324 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-10            	   20492	     58938 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-10            	   20259	     59574 ns/op	       8 B/op	       1 allocs/op
PASS
ok  	luabench	203.637s
