goos: linux
goarch: amd64
pkg: luabench
cpu: AMD Ryzen 9 9900X3D 12-Core Processor          
BenchmarkStandard/list/luajit-24              	   19389	     61897 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-24              	   18988	     62598 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/list/luajit-24              	   18714	     64132 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-24        	      50	  23251828 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-24        	      50	  23256528 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-24        	      50	  23219555 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-24        	      50	  23245397 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-24        	      50	  23219530 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/mandelbrot/luajit-24        	      50	  23236464 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-24             	   15040	     79902 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-24             	   14929	     80329 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-24             	   15019	     79683 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-24             	   14888	     80712 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-24             	   14995	     79968 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/nbody/luajit-24             	   14805	     81198 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-24           	   89860	     13371 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-24           	   77571	     14946 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-24           	   70008	     15184 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-24           	   60656	     18285 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-24           	   20719	     54586 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/permute/luajit-24           	   22628	     52859 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-24            	   34934	     34170 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-24            	   35484	     33845 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-24            	   35616	     33779 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-24            	   35187	     34080 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-24            	   35666	     33583 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/queens/luajit-24            	   34692	     34327 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-24          	     202	   5866393 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-24          	     218	   5466450 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-24          	     224	   5310293 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-24          	     218	   5485250 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-24          	     220	   5377015 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/richards/luajit-24          	     223	   5353246 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-24             	   70119	     17030 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-24             	   69246	     17051 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-24             	   70032	     16972 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-24             	   68568	     17099 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-24             	   70624	     17134 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/sieve/luajit-24             	   69897	     17073 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-24           	    3571	    324266 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-24           	    3516	    326124 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-24           	    3562	    330621 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-24           	    3607	    332030 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-24           	    3282	    328738 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/storage/luajit-24           	    3595	    334068 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-24            	   13712	     87444 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-24            	   13794	     87097 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-24            	   13698	     88650 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-24            	    9261	    109635 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-24            	   10000	    104949 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/towers/luajit-24            	   10000	    102950 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-24      	      30	  34821270 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-24      	      32	  34050251 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-24      	      31	  34999949 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-24      	      32	  34476380 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-24      	      32	  34539305 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/binary-trees/luajit-24      	      31	  34391117 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-24    	      67	  17148013 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-24    	      64	  18013505 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-24    	      64	  18150475 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-24    	      63	  18184646 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-24    	      62	  17805291 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/fannkuch-redux/luajit-24    	      66	  17412599 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-24     	     938	   1283054 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-24     	     937	   1276019 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-24     	     931	   1274498 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-24     	     940	   1264801 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-24     	     950	   1266672 ns/op	       8 B/op	       1 allocs/op
BenchmarkStandard/spectral-norm/luajit-24     	     936	   1268601 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-24                  	    4281	    276414 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-24                  	    4366	    274087 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-24                  	    4394	    273819 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-24                  	    4369	    272978 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-24                  	    4371	    274824 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/fib/luajit-24                  	    4380	    272594 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-24         	    1569	    764205 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-24         	    1563	    765264 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-24         	    1569	    764439 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-24         	    1564	    764397 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-24         	    1568	    764065 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/numeric-loop/luajit-24         	    1561	    765695 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-24       	    5448	    223495 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-24       	    5378	    217661 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-24       	    5172	    217314 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-24       	    4999	    216791 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-24       	    5050	    214346 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/array-fill-sum/luajit-24       	    5329	    211300 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-24              	    4131	    281650 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-24              	    4208	    281112 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-24              	    3950	    273217 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-24              	    4302	    272037 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-24              	    4279	    271670 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/records/luajit-24              	    3835	    277820 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-24             	     345	   3434052 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-24             	     343	   3454104 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-24             	     345	   3441246 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-24             	     345	   3463578 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-24             	     343	   3449823 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/closures/luajit-24             	     354	   3428875 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-24                 	     363	   3304658 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-24                 	     351	   3327746 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-24                 	     358	   3318029 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-24                 	     356	   3348417 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-24                 	     362	   3338872 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/sort/luajit-24                 	     354	   3327933 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-24         	    4586	    249069 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-24         	    4592	    255312 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-24         	    4234	    302653 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-24         	    4777	    237712 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-24         	    4850	    240289 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-build/luajit-24         	    4531	    381044 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-24          	   20157	     59566 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-24          	   20308	     59032 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-24          	   20252	     59177 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-24          	   20330	     59170 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-24          	   20419	     58796 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/string-scan/luajit-24          	   20031	     59900 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-24             	    1750	    684097 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-24             	    1680	    694667 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-24             	    1740	    690985 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-24             	    1755	    688822 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-24             	    1666	    690135 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/go-calls/luajit-24             	    1732	    687257 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-24               	    2238	    533786 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-24               	    2268	    528238 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-24               	    2256	    530191 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-24               	    2223	    534532 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-24               	    2265	    532709 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/plasma/luajit-24               	    2265	    531374 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-24            	   43008	     29614 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-24            	   41709	     28434 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-24            	   41653	     28696 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-24            	   41269	     28666 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-24            	   43045	     27550 ns/op	       8 B/op	       1 allocs/op
BenchmarkSuite/particles/luajit-24            	   41910	     28662 ns/op	       8 B/op	       1 allocs/op
